Trial,Reward,Strategy
9006,0,EpsilonGreedy
9007,1,EpsilonGreedy
9008,1,EpsilonGreedy
9009,0,EpsilonGreedy
9010,0,EpsilonGreedy
9011,0,EpsilonGreedy
9012,0,EpsilonGreedy
9013,0,EpsilonGreedy
9014,0,EpsilonGreedy
9015,0,EpsilonGreedy
9016,1,EpsilonGreedy
9017,0,EpsilonGreedy
9018,1,EpsilonGreedy
9019,0,EpsilonGreedy
9020,0,EpsilonGreedy
9021,1,EpsilonGreedy
9022,0,EpsilonGreedy
9023,0,EpsilonGreedy
9024,1,EpsilonGreedy
9025,0,EpsilonGreedy
9026,1,EpsilonGreedy
9027,0,EpsilonGreedy
9028,0,EpsilonGreedy
9029,1,EpsilonGreedy
9030,0,EpsilonGreedy
9031,1,EpsilonGreedy
9032,0,EpsilonGreedy
9033,0,EpsilonGreedy
9034,0,EpsilonGreedy
9035,1,EpsilonGreedy
9036,0,EpsilonGreedy
9037,0,EpsilonGreedy
9038,0,EpsilonGreedy
9039,0,EpsilonGreedy
9040,0,EpsilonGreedy
9041,0,EpsilonGreedy
9042,1,EpsilonGreedy
9043,0,EpsilonGreedy
9044,0,EpsilonGreedy
9045,1,EpsilonGreedy
9046,0,EpsilonGreedy
9047,0,EpsilonGreedy
9048,0,EpsilonGreedy
9049,0,EpsilonGreedy
9050,1,EpsilonGreedy
9051,0,EpsilonGreedy
9052,0,EpsilonGreedy
9053,1,EpsilonGreedy
9054,0,EpsilonGreedy
9055,0,EpsilonGreedy
9056,0,EpsilonGreedy
9057,0,EpsilonGreedy
9058,1,EpsilonGreedy
9059,0,EpsilonGreedy
9060,0,EpsilonGreedy
9061,0,EpsilonGreedy
9062,0,EpsilonGreedy
9063,0,EpsilonGreedy
9064,0,EpsilonGreedy
9065,1,EpsilonGreedy
9066,0,EpsilonGreedy
9067,0,EpsilonGreedy
9068,1,EpsilonGreedy
9069,1,EpsilonGreedy
9070,1,EpsilonGreedy
9071,1,EpsilonGreedy
9072,0,EpsilonGreedy
9073,1,EpsilonGreedy
9074,0,EpsilonGreedy
9075,0,EpsilonGreedy
9076,0,EpsilonGreedy
9077,0,EpsilonGreedy
9078,1,EpsilonGreedy
9079,0,EpsilonGreedy
9080,0,EpsilonGreedy
9081,0,EpsilonGreedy
9082,0,EpsilonGreedy
9083,0,EpsilonGreedy
9084,0,EpsilonGreedy
9085,1,EpsilonGreedy
9086,0,EpsilonGreedy
9087,1,EpsilonGreedy
9088,0,EpsilonGreedy
9089,0,EpsilonGreedy
9090,1,EpsilonGreedy
9091,1,EpsilonGreedy
9092,1,EpsilonGreedy
9093,0,EpsilonGreedy
9094,0,EpsilonGreedy
9095,0,EpsilonGreedy
9096,0,EpsilonGreedy
9097,1,EpsilonGreedy
9098,0,EpsilonGreedy
9099,0,EpsilonGreedy
9100,1,EpsilonGreedy
9101,0,EpsilonGreedy
9102,0,EpsilonGreedy
9103,1,EpsilonGreedy
9104,1,EpsilonGreedy
9105,1,EpsilonGreedy
9106,1,EpsilonGreedy
9107,0,EpsilonGreedy
9108,1,EpsilonGreedy
9109,0,EpsilonGreedy
9110,1,EpsilonGreedy
9111,1,EpsilonGreedy
9112,0,EpsilonGreedy
9113,0,EpsilonGreedy
9114,1,EpsilonGreedy
9115,0,EpsilonGreedy
9116,0,EpsilonGreedy
9117,1,EpsilonGreedy
9118,1,EpsilonGreedy
9119,0,EpsilonGreedy
9120,0,EpsilonGreedy
9121,1,EpsilonGreedy
9122,0,EpsilonGreedy
9123,1,EpsilonGreedy
9124,0,EpsilonGreedy
9125,0,EpsilonGreedy
9126,0,EpsilonGreedy
9127,0,EpsilonGreedy
9128,0,EpsilonGreedy
9129,0,EpsilonGreedy
9130,0,EpsilonGreedy
9131,0,EpsilonGreedy
9132,0,EpsilonGreedy
9133,0,EpsilonGreedy
9134,0,EpsilonGreedy
9135,0,EpsilonGreedy
9136,1,EpsilonGreedy
9137,1,EpsilonGreedy
9138,0,EpsilonGreedy
9139,0,EpsilonGreedy
9140,0,EpsilonGreedy
9141,0,EpsilonGreedy
9142,0,EpsilonGreedy
9143,1,EpsilonGreedy
9144,1,EpsilonGreedy
9145,1,EpsilonGreedy
9146,1,EpsilonGreedy
9147,1,EpsilonGreedy
9148,1,EpsilonGreedy
9149,0,EpsilonGreedy
9150,0,EpsilonGreedy
9151,0,EpsilonGreedy
9152,1,EpsilonGreedy
9153,0,EpsilonGreedy
9154,0,EpsilonGreedy
9155,0,EpsilonGreedy
9156,0,EpsilonGreedy
9157,1,EpsilonGreedy
9158,0,EpsilonGreedy
9159,1,EpsilonGreedy
9160,0,EpsilonGreedy
9161,1,EpsilonGreedy
9162,0,EpsilonGreedy
9163,0,EpsilonGreedy
9164,0,EpsilonGreedy
9165,1,EpsilonGreedy
9166,0,EpsilonGreedy
9167,0,EpsilonGreedy
9168,0,EpsilonGreedy
9169,1,EpsilonGreedy
9170,0,EpsilonGreedy
9171,0,EpsilonGreedy
9172,1,EpsilonGreedy
9173,0,EpsilonGreedy
9174,1,EpsilonGreedy
9175,0,EpsilonGreedy
9176,0,EpsilonGreedy
9177,0,EpsilonGreedy
9178,1,EpsilonGreedy
9179,1,EpsilonGreedy
9180,0,EpsilonGreedy
9181,0,EpsilonGreedy
9182,1,EpsilonGreedy
9183,1,EpsilonGreedy
9184,1,EpsilonGreedy
9185,0,EpsilonGreedy
9186,0,EpsilonGreedy
9187,0,EpsilonGreedy
9188,0,EpsilonGreedy
9189,0,EpsilonGreedy
9190,1,EpsilonGreedy
9191,0,EpsilonGreedy
9192,0,EpsilonGreedy
9193,0,EpsilonGreedy
9194,0,EpsilonGreedy
9195,0,EpsilonGreedy
9196,0,EpsilonGreedy
9197,0,EpsilonGreedy
9198,0,EpsilonGreedy
9199,0,EpsilonGreedy
9200,1,EpsilonGreedy
9201,0,EpsilonGreedy
9202,0,EpsilonGreedy
9203,0,EpsilonGreedy
9204,1,EpsilonGreedy
9205,0,EpsilonGreedy
9206,0,EpsilonGreedy
9207,0,EpsilonGreedy
9208,0,EpsilonGreedy
9209,1,EpsilonGreedy
9210,0,EpsilonGreedy
9211,0,EpsilonGreedy
9212,0,EpsilonGreedy
9213,1,EpsilonGreedy
9214,0,EpsilonGreedy
9215,0,EpsilonGreedy
9216,0,EpsilonGreedy
9217,1,EpsilonGreedy
9218,0,EpsilonGreedy
9219,0,EpsilonGreedy
9220,1,EpsilonGreedy
9221,1,EpsilonGreedy
9222,0,EpsilonGreedy
9223,0,EpsilonGreedy
9224,0,EpsilonGreedy
9225,1,EpsilonGreedy
9226,0,EpsilonGreedy
9227,1,EpsilonGreedy
9228,0,EpsilonGreedy
9229,1,EpsilonGreedy
9230,0,EpsilonGreedy
9231,1,EpsilonGreedy
9232,0,EpsilonGreedy
9233,1,EpsilonGreedy
9234,0,EpsilonGreedy
9235,0,EpsilonGreedy
9236,0,EpsilonGreedy
9237,0,EpsilonGreedy
9238,1,EpsilonGreedy
9239,0,EpsilonGreedy
9240,1,EpsilonGreedy
9241,1,EpsilonGreedy
9242,0,EpsilonGreedy
9243,0,EpsilonGreedy
9244,1,EpsilonGreedy
9245,0,EpsilonGreedy
9246,1,EpsilonGreedy
9247,1,EpsilonGreedy
9248,0,EpsilonGreedy
9249,0,EpsilonGreedy
9250,0,EpsilonGreedy
9251,0,EpsilonGreedy
9252,1,EpsilonGreedy
9253,0,EpsilonGreedy
9254,0,EpsilonGreedy
9255,0,EpsilonGreedy
9256,0,EpsilonGreedy
9257,0,EpsilonGreedy
9258,0,EpsilonGreedy
9259,0,EpsilonGreedy
9260,0,EpsilonGreedy
9261,0,EpsilonGreedy
9262,0,EpsilonGreedy
9263,0,EpsilonGreedy
9264,0,EpsilonGreedy
9265,0,EpsilonGreedy
9266,0,EpsilonGreedy
9267,0,EpsilonGreedy
9268,0,EpsilonGreedy
9269,1,EpsilonGreedy
9270,0,EpsilonGreedy
9271,0,EpsilonGreedy
9272,0,EpsilonGreedy
9273,1,EpsilonGreedy
9274,0,EpsilonGreedy
9275,0,EpsilonGreedy
9276,0,EpsilonGreedy
9277,1,EpsilonGreedy
9278,0,EpsilonGreedy
9279,1,EpsilonGreedy
9280,0,EpsilonGreedy
9281,1,EpsilonGreedy
9282,0,EpsilonGreedy
9283,0,EpsilonGreedy
9284,0,EpsilonGreedy
9285,0,EpsilonGreedy
9286,0,EpsilonGreedy
9287,0,EpsilonGreedy
9288,1,EpsilonGreedy
9289,0,EpsilonGreedy
9290,1,EpsilonGreedy
9291,1,EpsilonGreedy
9292,0,EpsilonGreedy
9293,1,EpsilonGreedy
9294,1,EpsilonGreedy
9295,0,EpsilonGreedy
9296,0,EpsilonGreedy
9297,0,EpsilonGreedy
9298,0,EpsilonGreedy
9299,1,EpsilonGreedy
9300,1,EpsilonGreedy
9301,0,EpsilonGreedy
9302,1,EpsilonGreedy
9303,1,EpsilonGreedy
9304,0,EpsilonGreedy
9305,1,EpsilonGreedy
9306,0,EpsilonGreedy
9307,0,EpsilonGreedy
9308,0,EpsilonGreedy
9309,0,EpsilonGreedy
9310,1,EpsilonGreedy
9311,0,EpsilonGreedy
9312,0,EpsilonGreedy
9313,1,EpsilonGreedy
9314,1,EpsilonGreedy
9315,0,EpsilonGreedy
9316,0,EpsilonGreedy
9317,0,EpsilonGreedy
9318,0,EpsilonGreedy
9319,0,EpsilonGreedy
9320,0,EpsilonGreedy
9321,0,EpsilonGreedy
9322,1,EpsilonGreedy
9323,0,EpsilonGreedy
9324,0,EpsilonGreedy
9325,0,EpsilonGreedy
9326,0,EpsilonGreedy
9327,0,EpsilonGreedy
9328,0,EpsilonGreedy
9329,1,EpsilonGreedy
9330,0,EpsilonGreedy
9331,1,EpsilonGreedy
9332,0,EpsilonGreedy
9333,0,EpsilonGreedy
9334,1,EpsilonGreedy
9335,0,EpsilonGreedy
9336,0,EpsilonGreedy
9337,1,EpsilonGreedy
9338,0,EpsilonGreedy
9339,1,EpsilonGreedy
9340,0,EpsilonGreedy
9341,0,EpsilonGreedy
9342,0,EpsilonGreedy
9343,1,EpsilonGreedy
9344,1,EpsilonGreedy
9345,1,EpsilonGreedy
9346,0,EpsilonGreedy
9347,1,EpsilonGreedy
9348,0,EpsilonGreedy
9349,0,EpsilonGreedy
9350,0,EpsilonGreedy
9351,0,EpsilonGreedy
9352,1,EpsilonGreedy
9353,0,EpsilonGreedy
9354,1,EpsilonGreedy
9355,0,EpsilonGreedy
9356,1,EpsilonGreedy
9357,1,EpsilonGreedy
9358,1,EpsilonGreedy
9359,0,EpsilonGreedy
9360,0,EpsilonGreedy
9361,0,EpsilonGreedy
9362,0,EpsilonGreedy
9363,0,EpsilonGreedy
9364,1,EpsilonGreedy
9365,0,EpsilonGreedy
9366,0,EpsilonGreedy
9367,0,EpsilonGreedy
9368,1,EpsilonGreedy
9369,1,EpsilonGreedy
9370,1,EpsilonGreedy
9371,0,EpsilonGreedy
9372,0,EpsilonGreedy
9373,1,EpsilonGreedy
9374,0,EpsilonGreedy
9375,1,EpsilonGreedy
9376,0,EpsilonGreedy
9377,0,EpsilonGreedy
9378,1,EpsilonGreedy
9379,1,EpsilonGreedy
9380,0,EpsilonGreedy
9381,0,EpsilonGreedy
9382,0,EpsilonGreedy
9383,0,EpsilonGreedy
9384,0,EpsilonGreedy
9385,0,EpsilonGreedy
9386,1,EpsilonGreedy
9387,0,EpsilonGreedy
9388,0,EpsilonGreedy
9389,0,EpsilonGreedy
9390,0,EpsilonGreedy
9391,0,EpsilonGreedy
9392,1,EpsilonGreedy
9393,1,EpsilonGreedy
9394,0,EpsilonGreedy
9395,0,EpsilonGreedy
9396,0,EpsilonGreedy
9397,1,EpsilonGreedy
9398,1,EpsilonGreedy
9399,0,EpsilonGreedy
9400,0,EpsilonGreedy
9401,0,EpsilonGreedy
9402,0,EpsilonGreedy
9403,1,EpsilonGreedy
9404,0,EpsilonGreedy
9405,0,EpsilonGreedy
9406,0,EpsilonGreedy
9407,0,EpsilonGreedy
9408,1,EpsilonGreedy
9409,1,EpsilonGreedy
9410,0,EpsilonGreedy
9411,1,EpsilonGreedy
9412,0,EpsilonGreedy
9413,0,EpsilonGreedy
9414,0,EpsilonGreedy
9415,0,EpsilonGreedy
9416,0,EpsilonGreedy
9417,0,EpsilonGreedy
9418,0,EpsilonGreedy
9419,1,EpsilonGreedy
9420,0,EpsilonGreedy
9421,0,EpsilonGreedy
9422,0,EpsilonGreedy
9423,0,EpsilonGreedy
9424,0,EpsilonGreedy
9425,0,EpsilonGreedy
9426,0,EpsilonGreedy
9427,0,EpsilonGreedy
9428,0,EpsilonGreedy
9429,0,EpsilonGreedy
9430,0,EpsilonGreedy
9431,0,EpsilonGreedy
9432,0,EpsilonGreedy
9433,0,EpsilonGreedy
9434,0,EpsilonGreedy
9435,1,EpsilonGreedy
9436,0,EpsilonGreedy
9437,1,EpsilonGreedy
9438,0,EpsilonGreedy
9439,0,EpsilonGreedy
9440,0,EpsilonGreedy
9441,0,EpsilonGreedy
9442,1,EpsilonGreedy
9443,1,EpsilonGreedy
9444,0,EpsilonGreedy
9445,1,EpsilonGreedy
9446,0,EpsilonGreedy
9447,0,EpsilonGreedy
9448,1,EpsilonGreedy
9449,0,EpsilonGreedy
9450,0,EpsilonGreedy
9451,0,EpsilonGreedy
9452,0,EpsilonGreedy
9453,0,EpsilonGreedy
9454,0,EpsilonGreedy
9455,0,EpsilonGreedy
9456,0,EpsilonGreedy
9457,0,EpsilonGreedy
9458,0,EpsilonGreedy
9459,1,EpsilonGreedy
9460,0,EpsilonGreedy
9461,1,EpsilonGreedy
9462,0,EpsilonGreedy
9463,1,EpsilonGreedy
9464,1,EpsilonGreedy
9465,0,EpsilonGreedy
9466,0,EpsilonGreedy
9467,0,EpsilonGreedy
9468,1,EpsilonGreedy
9469,0,EpsilonGreedy
9470,0,EpsilonGreedy
9471,1,EpsilonGreedy
9472,1,EpsilonGreedy
9473,0,EpsilonGreedy
9474,0,EpsilonGreedy
9475,0,EpsilonGreedy
9476,0,EpsilonGreedy
9477,0,EpsilonGreedy
9478,0,EpsilonGreedy
9479,0,EpsilonGreedy
9480,0,EpsilonGreedy
9481,1,EpsilonGreedy
9482,1,EpsilonGreedy
9483,1,EpsilonGreedy
9484,0,EpsilonGreedy
9485,0,EpsilonGreedy
9486,0,EpsilonGreedy
9487,0,EpsilonGreedy
9488,1,EpsilonGreedy
9489,1,EpsilonGreedy
9490,0,EpsilonGreedy
9491,1,EpsilonGreedy
9492,1,EpsilonGreedy
9493,1,EpsilonGreedy
9494,0,EpsilonGreedy
9495,0,EpsilonGreedy
9496,0,EpsilonGreedy
9497,1,EpsilonGreedy
9498,1,EpsilonGreedy
9499,1,EpsilonGreedy
9500,1,EpsilonGreedy
9501,1,EpsilonGreedy
9502,0,EpsilonGreedy
9503,1,EpsilonGreedy
9504,0,EpsilonGreedy
9505,0,EpsilonGreedy
9506,1,EpsilonGreedy
9507,0,EpsilonGreedy
9508,1,EpsilonGreedy
9509,1,EpsilonGreedy
9510,0,EpsilonGreedy
9511,0,EpsilonGreedy
9512,1,EpsilonGreedy
9513,0,EpsilonGreedy
9514,0,EpsilonGreedy
9515,0,EpsilonGreedy
9516,1,EpsilonGreedy
9517,1,EpsilonGreedy
9518,0,EpsilonGreedy
9519,0,EpsilonGreedy
9520,1,EpsilonGreedy
9521,0,EpsilonGreedy
9522,0,EpsilonGreedy
9523,0,EpsilonGreedy
9524,0,EpsilonGreedy
9525,0,EpsilonGreedy
9526,0,EpsilonGreedy
9527,0,EpsilonGreedy
9528,1,EpsilonGreedy
9529,0,EpsilonGreedy
9530,0,EpsilonGreedy
9531,1,EpsilonGreedy
9532,0,EpsilonGreedy
9533,1,EpsilonGreedy
9534,0,EpsilonGreedy
9535,1,EpsilonGreedy
9536,0,EpsilonGreedy
9537,1,EpsilonGreedy
9538,0,EpsilonGreedy
9539,0,EpsilonGreedy
9540,0,EpsilonGreedy
9541,0,EpsilonGreedy
9542,0,EpsilonGreedy
9543,0,EpsilonGreedy
9544,0,EpsilonGreedy
9545,0,EpsilonGreedy
9546,1,EpsilonGreedy
9547,0,EpsilonGreedy
9548,1,EpsilonGreedy
9549,0,EpsilonGreedy
9550,1,EpsilonGreedy
9551,0,EpsilonGreedy
9552,0,EpsilonGreedy
9553,0,EpsilonGreedy
9554,0,EpsilonGreedy
9555,0,EpsilonGreedy
9556,1,EpsilonGreedy
9557,0,EpsilonGreedy
9558,0,EpsilonGreedy
9559,0,EpsilonGreedy
9560,0,EpsilonGreedy
9561,0,EpsilonGreedy
9562,1,EpsilonGreedy
9563,1,EpsilonGreedy
9564,1,EpsilonGreedy
9565,1,EpsilonGreedy
9566,0,EpsilonGreedy
9567,0,EpsilonGreedy
9568,0,EpsilonGreedy
9569,1,EpsilonGreedy
9570,0,EpsilonGreedy
9571,0,EpsilonGreedy
9572,0,EpsilonGreedy
9573,0,EpsilonGreedy
9574,1,EpsilonGreedy
9575,1,EpsilonGreedy
9576,1,EpsilonGreedy
9577,0,EpsilonGreedy
9578,0,EpsilonGreedy
9579,0,EpsilonGreedy
9580,1,EpsilonGreedy
9581,0,EpsilonGreedy
9582,0,EpsilonGreedy
9583,0,EpsilonGreedy
9584,1,EpsilonGreedy
9585,0,EpsilonGreedy
9586,0,EpsilonGreedy
9587,0,EpsilonGreedy
9588,0,EpsilonGreedy
9589,1,EpsilonGreedy
9590,1,EpsilonGreedy
9591,0,EpsilonGreedy
9592,0,EpsilonGreedy
9593,0,EpsilonGreedy
9594,0,EpsilonGreedy
9595,1,EpsilonGreedy
9596,0,EpsilonGreedy
9597,0,EpsilonGreedy
9598,1,EpsilonGreedy
9599,1,EpsilonGreedy
9600,0,EpsilonGreedy
9601,0,EpsilonGreedy
9602,0,EpsilonGreedy
9603,1,EpsilonGreedy
9604,0,EpsilonGreedy
9605,0,EpsilonGreedy
9606,0,EpsilonGreedy
9607,0,EpsilonGreedy
9608,0,EpsilonGreedy
9609,1,EpsilonGreedy
9610,0,EpsilonGreedy
9611,0,EpsilonGreedy
9612,1,EpsilonGreedy
9613,1,EpsilonGreedy
9614,0,EpsilonGreedy
9615,0,EpsilonGreedy
9616,1,EpsilonGreedy
9617,0,EpsilonGreedy
9618,1,EpsilonGreedy
9619,1,EpsilonGreedy
9620,0,EpsilonGreedy
9621,1,EpsilonGreedy
9622,0,EpsilonGreedy
9623,1,EpsilonGreedy
9624,0,EpsilonGreedy
9625,0,EpsilonGreedy
9626,0,EpsilonGreedy
9627,0,EpsilonGreedy
9628,1,EpsilonGreedy
9629,1,EpsilonGreedy
9630,0,EpsilonGreedy
9631,1,EpsilonGreedy
9632,0,EpsilonGreedy
9633,1,EpsilonGreedy
9634,0,EpsilonGreedy
9635,1,EpsilonGreedy
9636,1,EpsilonGreedy
9637,1,EpsilonGreedy
9638,0,EpsilonGreedy
9639,0,EpsilonGreedy
9640,0,EpsilonGreedy
9641,1,EpsilonGreedy
9642,0,EpsilonGreedy
9643,0,EpsilonGreedy
9644,0,EpsilonGreedy
9645,1,EpsilonGreedy
9646,0,EpsilonGreedy
9647,0,EpsilonGreedy
9648,1,EpsilonGreedy
9649,0,EpsilonGreedy
9650,0,EpsilonGreedy
9651,0,EpsilonGreedy
9652,1,EpsilonGreedy
9653,0,EpsilonGreedy
9654,1,EpsilonGreedy
9655,0,EpsilonGreedy
9656,0,EpsilonGreedy
9657,0,EpsilonGreedy
9658,0,EpsilonGreedy
9659,0,EpsilonGreedy
9660,1,EpsilonGreedy
9661,0,EpsilonGreedy
9662,0,EpsilonGreedy
9663,1,EpsilonGreedy
9664,0,EpsilonGreedy
9665,1,EpsilonGreedy
9666,1,EpsilonGreedy
9667,0,EpsilonGreedy
9668,1,EpsilonGreedy
9669,1,EpsilonGreedy
9670,0,EpsilonGreedy
9671,1,EpsilonGreedy
9672,1,EpsilonGreedy
9673,1,EpsilonGreedy
9674,1,EpsilonGreedy
9675,0,EpsilonGreedy
9676,0,EpsilonGreedy
9677,0,EpsilonGreedy
9678,1,EpsilonGreedy
9679,0,EpsilonGreedy
9680,1,EpsilonGreedy
9681,0,EpsilonGreedy
9682,1,EpsilonGreedy
9683,0,EpsilonGreedy
9684,0,EpsilonGreedy
9685,1,EpsilonGreedy
9686,0,EpsilonGreedy
9687,0,EpsilonGreedy
9688,0,EpsilonGreedy
9689,0,EpsilonGreedy
9690,0,EpsilonGreedy
9691,1,EpsilonGreedy
9692,0,EpsilonGreedy
9693,1,EpsilonGreedy
9694,0,EpsilonGreedy
9695,1,EpsilonGreedy
9696,0,EpsilonGreedy
9697,0,EpsilonGreedy
9698,1,EpsilonGreedy
9699,0,EpsilonGreedy
9700,0,EpsilonGreedy
9701,1,EpsilonGreedy
9702,1,EpsilonGreedy
9703,0,EpsilonGreedy
9704,1,EpsilonGreedy
9705,1,EpsilonGreedy
9706,0,EpsilonGreedy
9707,0,EpsilonGreedy
9708,1,EpsilonGreedy
9709,1,EpsilonGreedy
9710,0,EpsilonGreedy
9711,1,EpsilonGreedy
9712,0,EpsilonGreedy
9713,0,EpsilonGreedy
9714,1,EpsilonGreedy
9715,0,EpsilonGreedy
9716,1,EpsilonGreedy
9717,0,EpsilonGreedy
9718,0,EpsilonGreedy
9719,0,EpsilonGreedy
9720,0,EpsilonGreedy
9721,0,EpsilonGreedy
9722,0,EpsilonGreedy
9723,0,EpsilonGreedy
9724,0,EpsilonGreedy
9725,0,EpsilonGreedy
9726,0,EpsilonGreedy
9727,0,EpsilonGreedy
9728,1,EpsilonGreedy
9729,0,EpsilonGreedy
9730,1,EpsilonGreedy
9731,0,EpsilonGreedy
9732,0,EpsilonGreedy
9733,0,EpsilonGreedy
9734,0,EpsilonGreedy
9735,1,EpsilonGreedy
9736,0,EpsilonGreedy
9737,0,EpsilonGreedy
9738,0,EpsilonGreedy
9739,1,EpsilonGreedy
9740,1,EpsilonGreedy
9741,0,EpsilonGreedy
9742,0,EpsilonGreedy
9743,0,EpsilonGreedy
9744,0,EpsilonGreedy
9745,1,EpsilonGreedy
9746,0,EpsilonGreedy
9747,0,EpsilonGreedy
9748,1,EpsilonGreedy
9749,1,EpsilonGreedy
9750,0,EpsilonGreedy
9751,1,EpsilonGreedy
9752,0,EpsilonGreedy
9753,1,EpsilonGreedy
9754,1,EpsilonGreedy
9755,0,EpsilonGreedy
9756,1,EpsilonGreedy
9757,0,EpsilonGreedy
9758,0,EpsilonGreedy
9759,0,EpsilonGreedy
9760,0,EpsilonGreedy
9761,0,EpsilonGreedy
9762,1,EpsilonGreedy
9763,0,EpsilonGreedy
9764,0,EpsilonGreedy
9765,0,EpsilonGreedy
9766,0,EpsilonGreedy
9767,0,EpsilonGreedy
9768,0,EpsilonGreedy
9769,0,EpsilonGreedy
9770,0,EpsilonGreedy
9771,1,EpsilonGreedy
9772,0,EpsilonGreedy
9773,0,EpsilonGreedy
9774,0,EpsilonGreedy
9775,0,EpsilonGreedy
9776,0,EpsilonGreedy
9777,1,EpsilonGreedy
9778,0,EpsilonGreedy
9779,0,EpsilonGreedy
9780,0,EpsilonGreedy
9781,0,EpsilonGreedy
9782,0,EpsilonGreedy
9783,0,EpsilonGreedy
9784,1,EpsilonGreedy
9785,0,EpsilonGreedy
9786,0,EpsilonGreedy
9787,1,EpsilonGreedy
9788,0,EpsilonGreedy
9789,1,EpsilonGreedy
9790,1,EpsilonGreedy
9791,0,EpsilonGreedy
9792,1,EpsilonGreedy
9793,0,EpsilonGreedy
9794,0,EpsilonGreedy
9795,0,EpsilonGreedy
9796,0,EpsilonGreedy
9797,1,EpsilonGreedy
9798,1,EpsilonGreedy
9799,0,EpsilonGreedy
9800,0,EpsilonGreedy
9801,0,EpsilonGreedy
9802,1,EpsilonGreedy
9803,0,EpsilonGreedy
9804,1,EpsilonGreedy
9805,1,EpsilonGreedy
9806,0,EpsilonGreedy
9807,0,EpsilonGreedy
9808,0,EpsilonGreedy
9809,0,EpsilonGreedy
9810,0,EpsilonGreedy
9811,0,EpsilonGreedy
9812,0,EpsilonGreedy
9813,0,EpsilonGreedy
9814,0,EpsilonGreedy
9815,0,EpsilonGreedy
9816,0,EpsilonGreedy
9817,1,EpsilonGreedy
9818,0,EpsilonGreedy
9819,1,EpsilonGreedy
9820,0,EpsilonGreedy
9821,0,EpsilonGreedy
9822,0,EpsilonGreedy
9823,1,EpsilonGreedy
9824,0,EpsilonGreedy
9825,0,EpsilonGreedy
9826,0,EpsilonGreedy
9827,0,EpsilonGreedy
9828,1,EpsilonGreedy
9829,1,EpsilonGreedy
9830,0,EpsilonGreedy
9831,0,EpsilonGreedy
9832,0,EpsilonGreedy
9833,0,EpsilonGreedy
9834,0,EpsilonGreedy
9835,1,EpsilonGreedy
9836,0,EpsilonGreedy
9837,0,EpsilonGreedy
9838,1,EpsilonGreedy
9839,0,EpsilonGreedy
9840,1,EpsilonGreedy
9841,0,EpsilonGreedy
9842,0,EpsilonGreedy
9843,0,EpsilonGreedy
9844,0,EpsilonGreedy
9845,0,EpsilonGreedy
9846,0,EpsilonGreedy
9847,0,EpsilonGreedy
9848,0,EpsilonGreedy
9849,0,EpsilonGreedy
9850,0,EpsilonGreedy
9851,0,EpsilonGreedy
9852,0,EpsilonGreedy
9853,0,EpsilonGreedy
9854,0,EpsilonGreedy
9855,0,EpsilonGreedy
9856,1,EpsilonGreedy
9857,1,EpsilonGreedy
9858,0,EpsilonGreedy
9859,0,EpsilonGreedy
9860,0,EpsilonGreedy
9861,0,EpsilonGreedy
9862,1,EpsilonGreedy
9863,1,EpsilonGreedy
9864,0,EpsilonGreedy
9865,1,EpsilonGreedy
9866,1,EpsilonGreedy
9867,0,EpsilonGreedy
9868,0,EpsilonGreedy
9869,0,EpsilonGreedy
9870,0,EpsilonGreedy
9871,1,EpsilonGreedy
9872,0,EpsilonGreedy
9873,1,EpsilonGreedy
9874,0,EpsilonGreedy
9875,1,EpsilonGreedy
9876,1,EpsilonGreedy
9877,0,EpsilonGreedy
9878,1,EpsilonGreedy
9879,0,EpsilonGreedy
9880,0,EpsilonGreedy
9881,0,EpsilonGreedy
9882,0,EpsilonGreedy
9883,1,EpsilonGreedy
9884,0,EpsilonGreedy
9885,0,EpsilonGreedy
9886,0,EpsilonGreedy
9887,0,EpsilonGreedy
9888,1,EpsilonGreedy
9889,0,EpsilonGreedy
9890,0,EpsilonGreedy
9891,0,EpsilonGreedy
9892,0,EpsilonGreedy
9893,1,EpsilonGreedy
9894,0,EpsilonGreedy
9895,0,EpsilonGreedy
9896,1,EpsilonGreedy
9897,1,EpsilonGreedy
9898,0,EpsilonGreedy
9899,0,EpsilonGreedy
9900,0,EpsilonGreedy
9901,0,EpsilonGreedy
9902,0,EpsilonGreedy
9903,1,EpsilonGreedy
9904,0,EpsilonGreedy
9905,0,EpsilonGreedy
9906,0,EpsilonGreedy
9907,0,EpsilonGreedy
9908,0,EpsilonGreedy
9909,0,EpsilonGreedy
9910,0,EpsilonGreedy
9911,0,EpsilonGreedy
9912,1,EpsilonGreedy
9913,0,EpsilonGreedy
9914,1,EpsilonGreedy
9915,1,EpsilonGreedy
9916,1,EpsilonGreedy
9917,1,EpsilonGreedy
9918,1,EpsilonGreedy
9919,0,EpsilonGreedy
9920,1,EpsilonGreedy
9921,0,EpsilonGreedy
9922,1,EpsilonGreedy
9923,0,EpsilonGreedy
9924,1,EpsilonGreedy
9925,0,EpsilonGreedy
9926,0,EpsilonGreedy
9927,0,EpsilonGreedy
9928,0,EpsilonGreedy
9929,0,EpsilonGreedy
9930,0,EpsilonGreedy
9931,0,EpsilonGreedy
9932,0,EpsilonGreedy
9933,1,EpsilonGreedy
9934,0,EpsilonGreedy
9935,1,EpsilonGreedy
9936,0,EpsilonGreedy
9937,0,EpsilonGreedy
